,date,close,open,high,low,ohcl_avg,name
65,2022-11-23,4027.26,4000.3,4033.78,3998.66,4015.0,spx
66,2022-11-22,4003.58,3965.51,4005.88,3956.88,3982.962500000001,spx
67,2022-11-21,3949.94,3956.23,3962.0,3933.34,3950.3775,spx
68,2022-11-18,3965.34,3966.39,3979.89,3935.98,3961.9,spx
69,2022-11-17,3946.56,3919.26,3954.33,3906.54,3931.6725,spx
70,2022-11-16,3958.79,3976.82,3983.09,3954.34,3968.26,spx
71,2022-11-15,3991.73,4006.41,4028.84,3953.17,3995.0375,spx
72,2022-11-14,3957.25,3977.97,4008.97,3956.4,3975.1475,spx
73,2022-11-11,3992.93,3963.72,4001.48,3944.82,3975.7375,spx
74,2022-11-10,3956.37,3859.89,3958.33,3859.89,3908.62,spx
75,2022-11-09,3748.57,3810.94,3818.2,3744.22,3780.4825,spx
76,2022-11-08,3828.11,3817.02,3859.4,3786.28,3822.7025,spx
77,2022-11-07,3806.8,3780.71,3813.95,3764.7,3791.54,spx
78,2022-11-04,3770.55,3766.98,3796.34,3708.84,3760.6775,spx
79,2022-11-03,3719.89,3733.25,3750.59,3698.15,3725.47,spx
80,2022-11-02,3759.69,3852.9,3894.44,3758.68,3816.4275,spx
81,2022-11-01,3856.1,3901.79,3911.79,3843.8,3878.37,spx
82,2022-10-31,3871.98,3881.85,3893.73,3863.18,3877.685,spx
83,2022-10-28,3901.06,3808.26,3905.42,3808.26,3855.75,spx
84,2022-10-27,3807.3,3834.69,3859.95,3803.79,3826.4325,spx
85,2022-10-26,3830.6,3825.97,3886.15,3824.07,3841.6975,spx
86,2022-10-25,3859.11,3799.44,3862.85,3799.44,3830.21,spx
87,2022-10-24,3797.34,3762.01,3810.74,3741.65,3777.935,spx
88,2022-10-21,3752.75,3657.1,3757.89,3647.42,3703.79,spx
89,2022-10-20,3665.78,3689.05,3736.0,3656.44,3686.8175,spx
90,2022-10-19,3695.16,3703.11,3728.58,3666.51,3698.34,spx
91,2022-10-18,3719.98,3746.26,3762.79,3686.53,3728.89,spx
92,2022-10-17,3677.95,3638.65,3689.73,3638.65,3661.245,spx
93,2022-10-14,3583.07,3690.41,3712.0,3579.68,3641.29,spx
94,2022-10-13,3669.91,3520.37,3685.41,3491.58,3591.8175,spx
95,2022-10-12,3577.03,3590.83,3608.34,3573.86,3587.5150000000003,spx
96,2022-10-11,3588.84,3595.86,3640.66,3568.45,3598.4525000000003,spx
97,2022-10-10,3612.39,3647.51,3652.17,3588.1,3625.0425,spx
98,2022-10-07,3639.66,3706.74,3706.74,3620.73,3668.4675,spx
99,2022-10-06,3744.52,3771.97,3797.93,3739.22,3763.41,spx
100,2022-10-05,3783.28,3753.25,3806.91,3722.66,3766.525,spx
101,2022-10-04,3790.93,3726.46,3791.92,3726.46,3758.9425,spx
102,2022-10-03,3678.43,3609.78,3698.35,3604.93,3647.8725,spx
103,2022-09-30,3585.62,3633.48,3671.44,3584.13,3618.667500000001,spx
104,2022-09-29,3640.47,3687.01,3687.01,3610.4,3656.2225,spx
105,2022-09-28,3719.04,3651.94,3736.74,3640.61,3687.0825,spx
106,2022-09-27,3647.29,3686.44,3717.53,3623.29,3668.6375,spx
107,2022-09-26,3655.04,3682.72,3715.67,3644.76,3674.5475,spx
108,2022-09-23,3693.23,3727.14,3727.14,3647.47,3698.745,spx
109,2022-09-22,3757.99,3782.36,3790.9,3749.45,3770.175,spx
110,2022-09-21,3789.93,3871.4,3907.07,3789.49,3839.4725,spx
111,2022-09-20,3855.93,3875.23,3876.01,3827.54,3858.6775,spx
112,2022-09-19,3899.89,3849.91,3900.45,3838.5,3872.1875,spx
113,2022-09-16,3873.33,3880.95,3880.95,3837.08,3868.0775,spx
114,2022-09-15,3901.35,3932.41,3959.14,3888.28,3920.295,spx
115,2022-09-14,3946.01,3940.73,3961.94,3912.18,3940.215,spx
116,2022-09-13,3932.69,4037.12,4037.12,3921.28,3982.0525,spx
117,2022-09-12,4110.41,4083.67,4119.28,4083.67,4099.2575,spx
118,2022-09-09,4067.36,4022.94,4076.81,4022.94,4047.5125,spx
119,2022-09-08,4006.18,3959.94,4010.5,3944.81,3980.3575,spx
120,2022-09-07,3979.87,3909.43,3987.89,3906.03,3945.805,spx
121,2022-09-06,3908.19,3930.89,3942.55,3886.75,3917.095,spx
122,2022-09-02,3924.26,3994.66,4018.43,3906.21,3960.89,spx
123,2022-09-01,3966.85,3936.73,3970.23,3903.65,3944.365,spx
124,2022-08-31,3955.0,4000.67,4015.37,3954.53,3981.3925,spx
125,2022-08-30,3986.16,4041.25,4044.98,3965.21,4009.4,spx
126,2022-08-29,4030.61,4034.58,4062.99,4017.42,4036.4,spx
127,2022-08-26,4057.66,4198.74,4203.04,4057.66,4129.275,spx
128,2022-08-25,4199.12,4153.26,4200.54,4147.59,4175.1275,spx
129,2022-08-24,4140.77,4126.55,4156.56,4119.97,4135.962500000001,spx
130,2022-08-23,4128.73,4133.09,4159.77,4124.03,4136.405,spx
131,2022-08-22,4137.99,4195.08,4195.08,4129.86,4164.5025,spx
132,2022-08-19,4228.48,4266.31,4266.31,4218.7,4244.95,spx
133,2022-08-18,4283.74,4273.13,4292.53,4261.98,4277.844999999999,spx
134,2022-08-17,4274.04,4280.4,4302.18,4253.08,4277.424999999999,spx
135,2022-08-16,4305.2,4290.46,4325.28,4277.77,4299.6775,spx
136,2022-08-15,4297.14,4269.37,4301.79,4256.9,4281.299999999999,spx
137,2022-08-12,4280.15,4225.02,4280.47,4219.78,4251.3550000000005,spx
138,2022-08-11,4207.27,4227.4,4257.91,4201.41,4223.4975,spx
139,2022-08-10,4210.24,4181.02,4211.03,4177.26,4194.8875,spx
140,2022-08-09,4122.47,4133.11,4137.3,4112.09,4126.2425,spx
141,2022-08-08,4140.06,4155.93,4186.62,4128.97,4152.895,spx
142,2022-08-05,4145.19,4115.87,4151.58,4107.31,4129.9875,spx
143,2022-08-04,4151.94,4154.85,4161.29,4135.42,4150.875,spx
144,2022-08-03,4155.17,4107.96,4167.66,4107.96,4134.6875,spx
145,2022-08-02,4091.19,4104.21,4140.47,4079.81,4103.92,spx
146,2022-08-01,4118.63,4112.38,4144.95,4096.02,4117.995,spx
147,2022-07-29,4130.29,4087.33,4140.15,4079.22,4109.2475,spx
148,2022-07-28,4072.43,4026.13,4078.95,3992.97,4042.62,spx
149,2022-07-27,4023.61,3951.43,4039.56,3951.43,3991.5075,spx
150,2022-07-26,3921.05,3953.22,3953.22,3910.74,3934.5575,spx
151,2022-07-25,3966.84,3965.72,3975.3,3943.46,3962.83,spx
152,2022-07-22,3961.63,3998.43,4012.44,3938.86,3977.84,spx
153,2022-07-21,3998.95,3955.47,3999.29,3927.64,3970.3375,spx
154,2022-07-20,3959.9,3935.32,3974.13,3922.03,3947.845,spx
155,2022-07-19,3936.69,3860.73,3939.81,3860.73,3899.49,spx
156,2022-07-18,3830.85,3883.79,3902.44,3818.63,3858.9275,spx
157,2022-07-15,3863.16,3818.0,3863.62,3817.18,3840.49,spx
158,2022-07-14,3790.38,3763.99,3796.41,3721.56,3768.085,spx
159,2022-07-13,3801.78,3779.67,3829.44,3759.07,3792.49,spx
160,2022-07-12,3818.8,3851.95,3873.41,3802.36,3836.63,spx
161,2022-07-11,3854.43,3880.94,3880.94,3847.22,3865.8825,spx
162,2022-07-08,3899.38,3888.26,3918.5,3869.34,3893.87,spx
163,2022-07-07,3902.62,3858.85,3910.63,3858.85,3882.7375,spx
164,2022-07-06,3845.08,3831.98,3870.91,3809.37,3839.335,spx
165,2022-07-05,3831.39,3792.61,3832.19,3742.06,3799.5625,spx
166,2022-07-01,3825.33,3781.0,3829.82,3752.1,3797.0625,spx
167,2022-06-30,3785.38,3785.99,3818.99,3738.67,3782.2575,spx
168,2022-06-29,3818.83,3825.09,3836.5,3799.02,3819.86,spx
169,2022-06-28,3821.55,3913.0,3945.86,3820.14,3875.1375,spx
170,2022-06-27,3900.11,3920.76,3927.72,3889.66,3909.5625,spx
171,2022-06-24,3911.74,3821.75,3913.65,3821.75,3867.2225,spx
172,2022-06-23,3795.73,3774.71,3802.58,3743.52,3779.135,spx
173,2022-06-22,3759.89,3733.89,3801.79,3717.69,3753.315,spx
174,2022-06-21,3764.79,3715.31,3779.65,3715.31,3743.765,spx
